/home/bhargav/Documents/SELF_DRIVING/data/IMG/center_2020_08_14_09_31_17_027.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/left_2020_08_14_09_31_17_027.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/right_2020_08_14_09_31_17_027.jpg,0,0,0,5.391124E-06
/home/bhargav/Documents/SELF_DRIVING/data/IMG/center_2020_08_14_09_31_17_096.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/left_2020_08_14_09_31_17_096.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/right_2020_08_14_09_31_17_096.jpg,0,0,0,2.094091E-06
/home/bhargav/Documents/SELF_DRIVING/data/IMG/center_2020_08_14_09_31_17_163.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/left_2020_08_14_09_31_17_163.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/right_2020_08_14_09_31_17_163.jpg,0,0,0,1.610433E-05
/home/bhargav/Documents/SELF_DRIVING/data/IMG/center_2020_08_14_09_31_17_234.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/left_2020_08_14_09_31_17_234.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/right_2020_08_14_09_31_17_234.jpg,0,0,0,6.129211E-06
/home/bhargav/Documents/SELF_DRIVING/data/IMG/center_2020_08_14_09_31_17_303.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/left_2020_08_14_09_31_17_303.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/right_2020_08_14_09_31_17_303.jpg,0,0,0,5.12981E-06
/home/bhargav/Documents/SELF_DRIVING/data/IMG/center_2020_08_14_09_31_17_373.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/left_2020_08_14_09_31_17_373.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/right_2020_08_14_09_31_17_373.jpg,0,0,0,7.057625E-06
/home/bhargav/Documents/SELF_DRIVING/data/IMG/center_2020_08_14_09_31_17_442.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/left_2020_08_14_09_31_17_442.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/right_2020_08_14_09_31_17_442.jpg,0,0,0,7.322576E-06
/home/bhargav/Documents/SELF_DRIVING/data/IMG/center_2020_08_14_09_31_17_509.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/left_2020_08_14_09_31_17_509.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/right_2020_08_14_09_31_17_509.jpg,0,0,0,2.217885E-06
/home/bhargav/Documents/SELF_DRIVING/data/IMG/center_2020_08_14_09_31_17_580.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/left_2020_08_14_09_31_17_580.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/right_2020_08_14_09_31_17_580.jpg,0,0,0,6.457139E-06
/home/bhargav/Documents/SELF_DRIVING/data/IMG/center_2020_08_14_09_31_17_649.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/left_2020_08_14_09_31_17_649.jpg,/home/bhargav/Documents/SELF_DRIVING/data/IMG/right_2020_08_14_09_31_17_649.jpg,0,0,0,1.021549E-05
